evidence_collection_result_id,evidence_collection_note_draft_id,evidence_collection_task_id,context_pack_id,source_id,primary_review_record_id,primary_external_ref_id,source_record_id,target_evidence_section,required_collection_action,note_draft_path,route_pack_path,manifest_path,task_queue_source_path,route_files_to_open,counter_source_ids_to_check,result_status,note_draft_open_status,route_files_open_status,evidence_collection_status,source_register_evidence_status,download_log_evidence_status,package_manifest_evidence_status,metadata_profile_evidence_status,graph_edge_evidence_status,staging_row_evidence_status,counter_source_lookup_status,rights_risk_review_status,review_log_status,source_promotion_status,decipherment_claim_status,next_artifact_recommendation,research_boundary,output_scope,caution,updated_at
graph-source-evidence-result-014,graph-source-evidence-note-draft-002,graph-source-evidence-task-014,ai-context-graph-source-evidence-collection-001,src-evobc,evobc-evo-cat-00001,evobc-cat-00001,00001,graph_edges,collect_graph_edge_source_status_and_claim_boundary,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-014_graph-edges_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/021_ai-agent-graph-source-graph-edges-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/008_relationship-graph/007_evobc-evolution-graph-edges.jsonl,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-obimd;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-015,graph-source-evidence-note-draft-002,graph-source-evidence-task-015,ai-context-graph-source-evidence-collection-001,src-evobc,evobc-evo-cat-00001,evobc-cat-00001,00001,staging_row,collect_staging_row_field_map_and_review_status,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-015_staging-row_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/022_ai-agent-graph-source-staging-row-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/001_evobc-evolution-category-staging.csv;corpus/004_bronze-seal-modern-correspondences/000_evolution-registers/002_evobc-era-source-codebook-staging.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-obimd;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-016,graph-source-evidence-note-draft-002,graph-source-evidence-task-016,ai-context-graph-source-evidence-collection-001,src-evobc,evobc-evo-cat-00001,evobc-cat-00001,00001,counter_source_lookup,collect_counter_source_lookup_notes_without_identity_claim,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-016_counter-source-lookup_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/023_ai-agent-graph-source-counter-source-lookup-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-obimd;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-017,graph-source-evidence-note-draft-002,graph-source-evidence-task-017,ai-context-graph-source-evidence-collection-001,src-evobc,evobc-evo-cat-00001,evobc-cat-00001,00001,rights_risk_review,collect_rights_risk_notes_without_rights_decision,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-017_rights-risk-review_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/024_ai-agent-graph-source-rights-risk-review-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-obimd;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-018,graph-source-evidence-note-draft-002,graph-source-evidence-task-018,ai-context-graph-source-evidence-collection-001,src-evobc,evobc-evo-cat-00001,evobc-cat-00001,00001,review_log,collect_review_log_notes_without_promotion_decision,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-018_review-log_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/025_ai-agent-graph-source-review-log-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/009_statistics-and-derived-features/015_ai-agent-graph-source-cross-review-log-results.csv;doc/public/user_research/002_cross-source-review-queues/evobc/002_evobc-evo-cat-00001_cross-source-review-log.md,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-obimd;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-019,graph-source-evidence-note-draft-003,graph-source-evidence-task-019,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,source_register,collect_source_register_provenance_fields,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-019_source-register_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/017_ai-agent-graph-source-evidence-collection-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-020,graph-source-evidence-note-draft-003,graph-source-evidence-task-020,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,download_log,collect_download_log_status_size_checksum_access_notes,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-020_download-log_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/018_ai-agent-graph-source-download-log-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,project_registry/006_large-source-register/002_source-download-log.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-021,graph-source-evidence-note-draft-003,graph-source-evidence-task-021,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,package_manifest,collect_package_manifest_file_size_checksum_and_storage_boundary,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-022,graph-source-evidence-note-draft-003,graph-source-evidence-task-022,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,metadata_profile,collect_metadata_profile_fields_and_extraction_scope,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-022_metadata-profile_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/020_ai-agent-graph-source-metadata-profile-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-023,graph-source-evidence-note-draft-003,graph-source-evidence-task-023,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,graph_edges,collect_graph_edge_source_status_and_claim_boundary,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-023_graph-edges_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/021_ai-agent-graph-source-graph-edges-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/008_relationship-graph/006_obimd-component-graph-edges.jsonl,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-024,graph-source-evidence-note-draft-003,graph-source-evidence-task-024,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,staging_row,collect_staging_row_field_map_and_review_status,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-024_staging-row_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/022_ai-agent-graph-source-staging-row-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/001_oracle-characters/000_character-registers/006_obimd-main-character-staging.csv;corpus/003_graphemic-components/000_component-registers/002_obimd-subcharacter-main-staging.csv;corpus/003_graphemic-components/000_component-registers/003_obimd-subcharacter-glyph-staging.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-025,graph-source-evidence-note-draft-003,graph-source-evidence-task-025,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,counter_source_lookup,collect_counter_source_lookup_notes_without_identity_claim,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-025_counter-source-lookup_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/023_ai-agent-graph-source-counter-source-lookup-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-026,graph-source-evidence-note-draft-003,graph-source-evidence-task-026,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,rights_risk_review,collect_rights_risk_notes_without_rights_decision,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-026_rights-risk-review_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/024_ai-agent-graph-source-rights-risk-review-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
graph-source-evidence-result-027,graph-source-evidence-note-draft-003,graph-source-evidence-task-027,ai-context-graph-source-evidence-collection-001,src-obimd,obimd-sub-cand-000001,obimd-sub-p8w7ujqanz,p8w7ujqanz,review_log,collect_review_log_notes_without_promotion_decision,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-027_review-log_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json,corpus/009_statistics-and-derived-features/025_ai-agent-graph-source-review-log-note-draft-manifest.csv,corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv,corpus/009_statistics-and-derived-features/015_ai-agent-graph-source-cross-review-log-results.csv;doc/public/user_research/002_cross-source-review-queues/obimd/003_obimd-sub-cand-000001_cross-source-review-log.md,src-xiaoxuetang-jiaguwen;src-xiaoxuetang-obm;src-hust-obc;src-evobc;src-ihp-oracle-rubbings,not_started,not_opened,not_opened,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_collected,not_promoted,no_claim,not_collected,evidence_collection_result_scaffold_not_scholarship,graph_source_evidence_collection_result_scaffold_only,"This row is an empty graph-source evidence collection result scaffold only. All evidence sections remain not_collected until an agent opens the note draft and cited route files. Do not use it as collected evidence, a rights decision, a source promotion decision, a component or evolution-chain assignment, or a decipherment conclusion.",2026-06-10
