capture_result_id,capture_task_id,route_result_id,review_log_draft_id,codepoint_review_task_id,crosswalk_candidate_id,suggested_oracle_character_id,candidate_packet_path,candidate_packet_row_status,candidate_packet_id_evidence_value,record_type_evidence_value,source_id_evidence_value,preferred_directory_name_evidence_value,primary_external_ref_id_evidence_value,source_candidate_promotion_queue_id_evidence_value,source_candidate_class_id_evidence_value,source_candidate_validation_class_id_evidence_value,source_candidate_source_category_id_evidence_value,source_candidate_source_category_id_padded_evidence_value,source_candidate_label_crosswalk_id_evidence_value,source_candidate_source_category_row_ids_evidence_value,dataset_label_status_evidence_value,dataset_label_source_modern_label_codepoints_evidence_value,dataset_label_component_count_evidence_value,dataset_label_has_multi_component_label_evidence_value,dataset_label_source_category_member_count_evidence_value,decipherment_status_evidence_value,assignment_status_evidence_value,promotion_status_evidence_value,packet_status_evidence_value,required_next_review_evidence_value,external_reference_ids_evidence_value,evidence_download_ids_evidence_value,source_metadata_files_evidence_value,route_file_count_evidence_value,rights_status_evidence_value,review_status_evidence_value,candidate_packet_research_boundary_evidence_value,candidate_packet_caution_evidence_value,packet_updated_at_evidence_value,route_cross_source_refs_evidence_value,candidate_packet_evidence_status,evidence_collection_status,rights_decision_status,source_promotion_status,identity_claim_status,decipherment_claim_status,component_claim_status,evolution_chain_claim_status,cross_source_reference_status,capture_status,captured_metadata_summary,required_next_checks,research_boundary,caution,updated_at
codepoint-candidate-packet-capture-result-001,codepoint-evidence-capture-001,codepoint-crosswalk-route-result-001,codepoint-crosswalk-review-log-draft-001,codepoint-crosswalk-review-001,hust-obimd-evobc-xwalk-000047,obs-char-000047,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/047_obs-char-000047_hust-obc-cat-0055_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000047,oracle_character_candidate_packet,src-hust-obc,047_obs-char-000047_hust-obc-cat-0055_oracle-character,hust-obc-cat-0055,hust-obc-obs-char-promo-000047,obs-cand-000047,46,0055,00055,hust-obc-label-xwalk-0047,hust-obc-src-cat-0055,dataset_label_candidate_not_accepted_reading,U+342D,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0055;obs-cand-000047,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000047;obs-cand-000047;46;obimd-main-cand-002255;evobc-evo-cat-00005,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-001;capture_task_id=codepoint-evidence-capture-001;candidate_packet_id=hust-obc-candidate-packet-000047;source_candidate_class_id=obs-cand-000047;validation_class_id=46;source_category_id_padded=00055;dataset_label_codepoints=U+342D;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-candidate-packet-capture-result-002,codepoint-evidence-capture-004,codepoint-crosswalk-route-result-002,codepoint-crosswalk-review-log-draft-002,codepoint-crosswalk-review-002,hust-obimd-evobc-xwalk-000051,obs-char-000051,corpus/001_oracle-characters/001_000001-000100_obs-char-bucket_oracle-characters/051_obs-char-000051_hust-obc-cat-0059_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000051,oracle_character_candidate_packet,src-hust-obc,051_obs-char-000051_hust-obc-cat-0059_oracle-character,hust-obc-cat-0059,hust-obc-obs-char-promo-000051,obs-cand-000051,50,0059,00059,hust-obc-label-xwalk-0051,hust-obc-src-cat-0059,dataset_label_candidate_not_accepted_reading,U+3431,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0059;obs-cand-000051,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000051;obs-cand-000051;50;obimd-main-cand-001015;evobc-evo-cat-00006,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-002;capture_task_id=codepoint-evidence-capture-004;candidate_packet_id=hust-obc-candidate-packet-000051;source_candidate_class_id=obs-cand-000051;validation_class_id=50;source_category_id_padded=00059;dataset_label_codepoints=U+3431;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-candidate-packet-capture-result-003,codepoint-evidence-capture-007,codepoint-crosswalk-route-result-003,codepoint-crosswalk-review-log-draft-003,codepoint-crosswalk-review-003,hust-obimd-evobc-xwalk-000209,obs-char-000209,corpus/001_oracle-characters/003_000201-000300_obs-char-bucket_oracle-characters/209_obs-char-000209_hust-obc-cat-0232_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000209,oracle_character_candidate_packet,src-hust-obc,209_obs-char-000209_hust-obc-cat-0232_oracle-character,hust-obc-cat-0232,hust-obc-obs-char-promo-000209,obs-cand-000209,208,0232,00232,hust-obc-label-xwalk-0209,hust-obc-src-cat-0232,dataset_label_candidate_not_accepted_reading,U+34DE,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0232;obs-cand-000209,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000209;obs-cand-000209;208;obimd-main-cand-003002;evobc-evo-cat-00021,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-003;capture_task_id=codepoint-evidence-capture-007;candidate_packet_id=hust-obc-candidate-packet-000209;source_candidate_class_id=obs-cand-000209;validation_class_id=208;source_category_id_padded=00232;dataset_label_codepoints=U+34DE;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-candidate-packet-capture-result-004,codepoint-evidence-capture-010,codepoint-crosswalk-route-result-004,codepoint-crosswalk-review-log-draft-004,codepoint-crosswalk-review-004,hust-obimd-evobc-xwalk-000412,obs-char-000412,corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/412_obs-char-000412_hust-obc-cat-0468_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000412,oracle_character_candidate_packet,src-hust-obc,412_obs-char-000412_hust-obc-cat-0468_oracle-character,hust-obc-cat-0468,hust-obc-obs-char-promo-000412,obs-cand-000412,411,0468,00468,hust-obc-label-xwalk-0412,hust-obc-src-cat-0468,dataset_label_candidate_not_accepted_reading,U+35CA,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0468;obs-cand-000412,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000412;obs-cand-000412;411;obimd-main-cand-001642;evobc-evo-cat-00035,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-004;capture_task_id=codepoint-evidence-capture-010;candidate_packet_id=hust-obc-candidate-packet-000412;source_candidate_class_id=obs-cand-000412;validation_class_id=411;source_category_id_padded=00468;dataset_label_codepoints=U+35CA;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-candidate-packet-capture-result-005,codepoint-evidence-capture-013,codepoint-crosswalk-route-result-005,codepoint-crosswalk-review-log-draft-005,codepoint-crosswalk-review-005,hust-obimd-evobc-xwalk-000486,obs-char-000486,corpus/001_oracle-characters/005_000401-000500_obs-char-bucket_oracle-characters/486_obs-char-000486_hust-obc-cat-0551_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000486,oracle_character_candidate_packet,src-hust-obc,486_obs-char-000486_hust-obc-cat-0551_oracle-character,hust-obc-cat-0551,hust-obc-obs-char-promo-000486,obs-cand-000486,485,0551,00551,hust-obc-label-xwalk-0486,hust-obc-src-cat-0551,dataset_label_candidate_not_accepted_reading,U+361D,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0551;obs-cand-000486,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000486;obs-cand-000486;485;obimd-main-cand-002432;evobc-evo-cat-00038,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-005;capture_task_id=codepoint-evidence-capture-013;candidate_packet_id=hust-obc-candidate-packet-000486;source_candidate_class_id=obs-cand-000486;validation_class_id=485;source_category_id_padded=00551;dataset_label_codepoints=U+361D;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-candidate-packet-capture-result-006,codepoint-evidence-capture-016,codepoint-crosswalk-route-result-006,codepoint-crosswalk-review-log-draft-006,codepoint-crosswalk-review-006,hust-obimd-evobc-xwalk-000621,obs-char-000621,corpus/001_oracle-characters/007_000601-000700_obs-char-bucket_oracle-characters/621_obs-char-000621_hust-obc-cat-0706_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000621,oracle_character_candidate_packet,src-hust-obc,621_obs-char-000621_hust-obc-cat-0706_oracle-character,hust-obc-cat-0706,hust-obc-obs-char-promo-000621,obs-cand-000621,620,0706,00706,hust-obc-label-xwalk-0621,hust-obc-src-cat-0706,dataset_label_candidate_not_accepted_reading,U+36B8,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0706;obs-cand-000621,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000621;obs-cand-000621;620;obimd-main-cand-001412;evobc-evo-cat-00049,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-006;capture_task_id=codepoint-evidence-capture-016;candidate_packet_id=hust-obc-candidate-packet-000621;source_candidate_class_id=obs-cand-000621;validation_class_id=620;source_category_id_padded=00706;dataset_label_codepoints=U+36B8;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
codepoint-candidate-packet-capture-result-007,codepoint-evidence-capture-019,codepoint-crosswalk-route-result-007,codepoint-crosswalk-review-log-draft-007,codepoint-crosswalk-review-007,hust-obimd-evobc-xwalk-000771,obs-char-000771,corpus/001_oracle-characters/008_000701-000800_obs-char-bucket_oracle-characters/771_obs-char-000771_hust-obc-cat-0875_oracle-character/01_candidate-character-packet.json,reviewed_candidate_packet_file_found,hust-obc-candidate-packet-000771,oracle_character_candidate_packet,src-hust-obc,771_obs-char-000771_hust-obc-cat-0875_oracle-character,hust-obc-cat-0875,hust-obc-obs-char-promo-000771,obs-cand-000771,770,0875,00875,hust-obc-label-xwalk-0771,hust-obc-src-cat-0875,dataset_label_candidate_not_accepted_reading,U+3761,1,false,1,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,candidate_packet_created_from_source_marked_staging,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,hust-obc-cat-0875;obs-cand-000771,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese,Validation_label.json;ID_to_Chinese.json,8,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10,hust-obc-candidate-packet-000771;obs-cand-000771;770;obimd-main-cand-002291;evobc-evo-cat-00070,metadata_captured_from_reviewed_candidate_packet,candidate_packet_metadata_captured,packet_value_captured_no_new_decision,not_promoted,no_identity_claim,no_claim,no_claim,no_claim,route_refs_recorded_for_later_review_not_identity_claim,reviewed_metadata_only,route_result_id=codepoint-crosswalk-route-result-007;capture_task_id=codepoint-evidence-capture-019;candidate_packet_id=hust-obc-candidate-packet-000771;source_candidate_class_id=obs-cand-000771;validation_class_id=770;source_category_id_padded=00875;dataset_label_codepoints=U+3761;packet_status=candidate_packet_created_from_source_marked_staging;rights_status=source_marked_risk_noted;review_status=needs_cross_source_review,open_candidate_packet;verify_hust_candidate_fields_against_staging;cross_check_obimd_evobc_source_register_and_download_log_before_evidence_promotion,codepoint_crosswalk_candidate_packet_capture_result_not_scholarship,"This row captures local candidate-packet metadata for later evidence review. It copies HUST-OBC candidate-packet fields and records the 044 cross-source route refs only as later-review pointers; it is not an oracle-character identity decision, not an accepted reading, not a component assignment, not an evolution-chain assignment, not a new rights decision, not a source promotion, and not a decipherment conclusion.",2026-06-10
